"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4K-010","4K Edge Cases","P1","An MLC record is retained for ten years, not three","1) Register PT-QA-0032 as an MLC walk-in at /opd 2) Start and complete the consultation with the assault complaint 3) Read medical_records.destroy_after for the encounter","destroy_after is approximately ten years from today.","","phase4.mlc — PT-QA-0032 Arun Prakash","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S23","A medico-legal file destroyed at three years instead of ten is evidence gone long before the case reaches court, and the hospital cannot produce what it has already shredded.","Boundary","hospital_admin (Hospital A)","medical_records where hospital_id = A and patient_id = (PT-QA-0032) and visit_id = (the encounter id) → destroy_after is about 10 years ahead","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-011","4K Edge Cases","P1","The OPD desk warns when a new registration matches an existing patient","1) Open /opd 2) Click ""+ Register Walk-in"" 3) Enter Ramesh Kumar and the phone number already on PT-QA-0001 as a NEW patient 4) Select Department and Doctor 5) Click ""Proceed to Payment""","A ""Possible Duplicate Patient"" dialog is shown before the record is created.","","PT-QA-0001 Ramesh Kumar (re-entered as a new patient)","Patients","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S22","A second UHID for one person forks their clinical history in two, so allergy flags and drug history recorded under the first are invisible on the second — and this surface has de-dup while the main patient registration screen does not.","Negative","hospital_admin (Hospital A)","patients where hospital_id = A and full_name = 'Ramesh Kumar' → no additional row created while the warning is showing","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-012","4K Edge Cases","P1","The duplicate warning offers the existing record rather than only a way past it","1) Trigger the duplicate warning at /opd by re-entering PT-QA-0001's name and phone as a new patient 2) Read the buttons offered on the dialog","A ""Use Existing Patient"" action is offered alongside ""Create New Anyway"".","","PT-QA-0001 Ramesh Kumar (re-entered as a new patient)","Patients","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S22","A warning with no correct path forward is a speed bump rather than a control, because the only way to finish the task is to create the duplicate anyway.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-013","4K Edge Cases","P2","The duplicate warning shows the UHID of the record it matched","1) Trigger the duplicate warning at /opd by re-entering PT-QA-0001's name and phone as a new patient 2) Read the matched-record panel on the dialog","The dialog displays PT-QA-0001 as the matched record.","","PT-QA-0001 Ramesh Kumar","Patients","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S22","Without the UHID the receptionist cannot tell a genuine namesake from the same person returning, so they click through either way and the warning achieves nothing.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-014","4K Edge Cases","P1","Choosing the existing record does not create a second patient","1) Count the patients rows named Ramesh Kumar for Hospital A 2) Trigger the duplicate warning at /opd 3) Click ""Use Existing Patient"" 4) Count the rows again","The count is unchanged — no new patients row is created.","","PT-QA-0001 Ramesh Kumar","Patients","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S22","The one action that resolves the duplicate correctly must not do the opposite of what it says, or the de-dup control actively creates the problem it exists to prevent.","Positive","hospital_admin (Hospital A)","patients where hospital_id = A and full_name = 'Ramesh Kumar' → row count unchanged after choosing Use Existing Patient","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-015","4K Edge Cases","P2","A waiting token can be marked as a no-show","1) Register a walk-in for PT-QA-0001 at /opd 2) Select the token in the queue 3) Use the no-show control 4) Read opd_tokens.status","status = 'no_show'.","","PT-QA-0001 Ramesh Kumar","Analytics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S24","A queue that cannot express ""the patient left"" keeps calling an empty chair, and the day's average waiting time is permanently distorted by tokens nobody ever attended.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → status = no_show","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-016","4K Edge Cases","P2","An abandoned token holds a recognised queue state","1) Register a walk-in for PT-QA-0001 at /opd 2) Read opd_tokens.status for the new token","status is one of waiting, called, no_show or cancelled.","","PT-QA-0001 Ramesh Kumar","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S24","An unrecognised status leaves the token in limbo where the queue cannot show it and no report can count it, so the visit exists in the database and nowhere else.","Boundary","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → status in (waiting, called, no_show, cancelled)","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-017","4K Edge Cases","P1","A no-show token leaves no orphan consultation encounter","1) Register a walk-in for PT-QA-0001 at /opd 2) Set the token status to no_show without starting the consultation 3) Read opd_encounters for the patient","No opd_encounters row exists for the no-show visit.","","PT-QA-0001 Ramesh Kumar","MRD, Analytics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S24","A consultation record for a patient who never came in is counted in the doctor's workload, coded for statistics and — worst of all — read later as evidence the patient was seen.","Negative","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → 0 rows","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-018","4K Edge Cases","P1","A cancelled token cannot be started as a consultation","1) Register a walk-in for PT-QA-0001 at /opd 2) Set the token status to cancelled 3) Reload /opd and select the token 4) Look for the Start Consultation control","The Start Consultation control is not offered for a cancelled token.","","PT-QA-0001 Ramesh Kumar","Billing","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S24","A cancelled visit that can still be resumed produces a consultation record, and a consultation charge, for a patient who was never seen by anybody.","Negative","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → status = cancelled","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-019","4K Edge Cases","P2","A token created yesterday does not appear in today's queue","1) Seed an opd_tokens row for PT-QA-0001 dated yesterday with status waiting 2) Open /opd for today 3) Look for the patient in the queue","Yesterday's token is not shown in today's queue.","","PT-QA-0001 Ramesh Kumar; token dated yesterday","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S24","Yesterday's unfinished tokens accumulating on today's board makes the queue unusable within a week, and the doctor loses the ability to see who is actually waiting now.","Boundary","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = yesterday → status = waiting and not rendered on today's queue","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-020","4K Edge Cases","P1","A token always creates a bill so the balance is not lost","1) Register a walk-in for PT-QA-0001 at /opd 2) Read the bills rows for the patient today","An OPD bill exists for the visit whether or not payment was collected at the desk.","","PT-QA-0001 Ramesh Kumar","Billing","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S21","The charge has to exist somewhere regardless of whether the patient paid at the counter, or the consultation becomes free by accident and nothing records that it should not have been.","Cross-Module","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → at least 1 row","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4L-001","4L RBAC & Isolation","P1","A doctor can open the OPD module","1) Log in as doctor (Hospital A) 2) Open /opd 3) Confirm the queue panel renders","The OPD queue is visible to the doctor role.","","None","","Roles & Permissions configured per Phase 1 section 1F action gates","","","","","P4-S01","The doctor is the role the module exists for, so a gate that locks them out makes the whole OPD build unusable regardless of what any other role can do.","RBAC","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4L.rbac-isolation.spec.ts",""
"TC-P4L-002","4L RBAC & Isolation","P1","A receptionist can open the OPD module","1) Log in as receptionist (Hospital A) 2) Open /opd 3) Confirm the queue panel renders","The OPD queue is visible to the receptionist role.","","None","","Roles & Permissions configured per Phase 1 section 1F action gates","","","","","P4-S01","The front desk populates the queue, so if they cannot reach the module no patient enters it and the doctor has an empty list all morning.","RBAC","receptionist (Hospital A)","None","e2e/phase-04-opd-journey/P4L.rbac-isolation.spec.ts",""
"TC-P4L-003","4L RBAC & Isolation","P2","A nurse can open the OPD module to record vitals","1) Log in as nurse (Hospital A) 2) Open /opd 3) Confirm the queue panel renders","The OPD queue is visible to the nurse role.","","None","Nursing","Roles & Permissions configured per Phase 1 section 1F action gates","","","","","P4-S01","Vitals are taken by nursing before the doctor sees the patient, so locking nurses out of OPD pushes vitals back onto paper and out of the electronic record.","RBAC","nurse (Hospital A)","None","e2e/phase-04-opd-journey/P4L.rbac-isolation.spec.ts",""
"TC-P4L-004","4L RBAC & Isolation","P1","A doctor's queue shows only their own patients","1) As hospital_admin, register a walk-in for PT-QA-0001 with Dr. Arjun Nair at /opd 2) Log out 3) Log in as doctor (Dr. Suresh Menon, Hospital A) 4) Open /opd 5) Look for the patient in the queue","The token belonging to Dr. Arjun Nair does not appear in Dr. Suresh Menon's queue.","","PT-QA-0001 Ramesh Kumar; token raised for Dr. Arjun Nair","","Roles & Permissions configured per Phase 1 section 1F action gates","","","","","P4-S01","The queue is filtered on the logged-in doctor id; if the filter is removed every consultant sees the whole hospital's OPD and cannot find their own patients in it.","RBAC","doctor (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → doctor_id = Dr. Arjun Nair, not the logged-in doctor","e2e/phase-04-opd-journey/P4L.rbac-isolation.spec.ts",""
